label,data
anger,"WOY ANJIR ANAK DAJAL JAHAT BANGET, BLM AJA AING BALEDOG. EMANG DIA SEGANTENG APA SIH BANGSAT?!?!?!? BALAGA PISAN"
sadness,Wkwk. Watir urang mah euy sama yang terpaksa mudik massal karena gak bisa makan kalau tetep di kota
joy,"Ai malem minggu téh sok atoh lah, atoh bagéan ngaronda :D"
joy,Alhamdulillah pami tos sodakoh aya wae babalesna langsung anu langkung...nuhun gusti nu agung jumat ieu berkah...
fear,"Sieun nempo PERSIB,sieun eleh deui"
fear,"Walahhhh, salah wktu malah macana wayah kieu. Jd we harap harap cemas beuki hese peureum :( sieun diphpkeun"
anger,"Sagala dihakan da china mah aral aing, corona can leungit, geus aya nu anyar"
sadness,Nun gusti gofuru rohim .. mun ka gusti abdi sumerah .
fear,ieun kieu mau perpanjang sim tp keaadan lg mencekam
joy,atoh pisan aa jadi juara dunia teh abdi mah atoh pisan kuatka bangga ka aa
anger,"lieur aing nempo berita teh, pembunuhan, pemerkosaan, tabrak lari, perampokan, garoblog jelema teh, uteuk na beh mana"
fear,"kalem ath moal ng stalk deui da, sieun :v ngabirigidig"
sadness,Subhanalloh. Deudeuh teuing Bandung. Ayeuna mah sanes heurin ku tangtung tapi rata ku cai.
fear,"Nyiiir serem ngadangukeun carita nu kena asam lambung kronis,.di cangkok coy..hiiii"
fear,edan eja kaabusan jurig naon hih murinding
sadness,"yaa allah nya ge aing jalma baragajul tp nga,denge kolot nyeri hate mah milu ngajerit hate aing ge.!"
fear,Ngilu ngadegdeg sieun paeh
anger,Tong seuri bisi di tonjok ku aing !! -
sadness,Naha bisa gejala gt ih:'( deudeuh Beuki begang wfh teh
anger,"Ges ateul .Hayang Neungeul Bebengok sia ., hyang ngabuburak"
fear,"Asaan mah maen bola teh pergantian teh 3x tanpa batas waktu, di persib mah asa hariwang nempo pergantian na teh"
anger,Babangus teh meuni ngeunah pisan eta si mamang..engke ge ka kepret ku sutet..*modyar
sadness,Lieur ah lur...... kabogoh teu boga... babaturan teuing kamarana! jadi weh loba nu gareuleuh ka uing! duit beak! asa loba kasedih hirup teh!
sadness,Sagala kaduhung nyeredet kanu manah ieu teh.
joy,"Dan ga sia2 nunggu risma dateng dri blitar, dibawain cilok bandung. Meuni bungah pisaaan"
anger,Tolol anj goblog pisan. aing percaya aja deuih bngst kesel aing.
sadness,Aselina...nyurucud iyeu ci panon. Hariono emng lain pemaen nu boga skill atw insting goal nu tinggi. Tp manehna pemaen anu bisa ngayakinkeun urg najan sempet teu percaya ka manehna tp d bukti keun ku Loyalitas jg Totalitas d lapanganâ€¦
anger,"Sia mah wani tukangeun,ahaaaay lucu bgt KAMU!!!pgn NYABOK BEUNGET SIA,hahahay!!!sia IRI ka urng!WATIR teu boga bbtran nu nyaa TULUS Ka SIA!"
anger,"Si goblog pokis teh ajig ka rakyat weh bisa tunggal teunggeul, ai ka koruptor teu ditenggeulan ajig!!! Kuduna koruptor pas OTT oge teunggeulan oge lah. Goblog"
joy,Ayeuna mah geus make sarung teh sok atoh naha nya? Embung weh muka sarung teh. Padahal geus di sunatan namah ti leutik keneh.
fear,"ilustrasi musik na alus pilem pki teh, teu bari ningali gambar oge geus pikasieuneun, jaba hayang modol, sok sieun di bak aya pki"
joy,"Subhanallah meuni nikmat,,masak nasi merah,goreng asin sepat,gurilem pedas,plus nu juarana mah semur jengky kiriman tatanggi,Alhamdulillah!!"
sadness,"Abdi mah sok sararedih lamun ningali batur ngangge acuk anyar, abdi mah teu gaduh acuk lebaran"
anger,Rujit sia beunget sia siga takokak
sadness,"Gusti .. nyaah teuing Sing sarehat sadayana,bergantung kana jasana kanggo penanggulangan pasien2 positif."
sadness,"Asli wa aing mah, dibahas wae mah kalah sok piaralen, nyurucud cai panon weh hayang leweh, panto kamar weh rajet deui jadi tumbal"
joy,"Nuhun ieu obak dkk ngeunah seuri, setelah sekian lama teu ulin jeung barudak sa rw jeung emang sorangan sakalina ulin ngeunah seuri pisan hahahha"
anger,"Ijid anjing ih ka si kolo toure , si jordon ibe pemaen goblog hungkul masih we di paenkeun , firminho geus alus2 maen tukangna garoblog !"
joy,Makan Siang di Warung Sunda Kuningan.... Ditembak ku kopi hideung panas.... Duh asa bagja pisan.... Bebas asa merdeka ....
sadness,MENANG ELEH ABDI TETEP BOBOTOH SETIA PERSIBTONG CACI MAKI PERSIB ABDI#tekaraos nyurucud cai panon. . .
sadness,"Sedih kangmas aslina ku situasi kieu mah nyak. Ya Allah abi kadang lalai jumat an, ayeuna mah meuni karaos teu aya suara2 ti mesjid teh meuni asa saredih :(. Teu tiasa deui netepan ka mesjid :( :( :("
joy,"Hapal 1 juz juga Alhamdulillah pisan, pan bapana mah boro2"
anger,"Stay safe mang. Besar kemungkinan sih bner yg knren mninggal di bunut kena corona jg. Berharap sih bner ga kena corona. Klo bner trus ditutup2i, anjing pisan ieu pejabat"
anger,Bleguk kehed sia.. Cicing wae anjing
fear,"Aq ps nyebrang ad yg teriak blkg aq untung lh bkn aq yg d jambret,ngaderegdeg lgsg aq jg"
fear,"Njirrr suka muringkak bulu punuk da, ai aya lok-lok jam seginih teh :( hororr atuda ihh"
joy,"Hatur nuhun Gusti, abdi tos dipaparin kasehatan sareng kanikmatan dina dinten ieu, mugi Anjeun salawasna nangtayungan abdi."
anger,persib bandung. Tuan rumah sateh koplok. Ganti kabeh pemain karolot. Manajemen goblog. Saha bae pelatihna oge ripuh dibere pemain nu kawas kiyeu mah.
joy,Alhmdllah...bres lari pgi asa ku bingah ningal grbang situ buleud tos teu d segel...almdllah#NuhunPakPolisi
anger,"aing teh kdg suka lier sarua lalaki, ambek kalo chat teu di bales, padahal sia ngechat cuma p doang. kumaha aing hayang blsna? susah pisan keknya ngetik nama atau salam gitu?"
joy,"masyallah, kacida bungah na uing, ningali nu kie"
fear,diguyur hujan lebat dan petir.. meuni palaur euy ~
sadness,Istighfar atuh pak.. Teung teuingan Meuni teu karunya ka rakyat
fear,Keeng kieu diimah aya jangkring disana euy
fear,keeng ngadenge lengser wengi na
anger,Aranjing maneh kabeh nu gangguan kabogoh aing belum tau rasanya di mutilasi
fear,"kang, pawai persib teh ugal ugalan, meuni palaur. Tadi abdi kajebak nu pawai pak, meuni sieun."
fear,"Seandaina pindah warga negara jiga pindah kontrakan,aslina da mending kaluar tidieu...geus sarieun ningali ka ayaan na."
anger,"Halah spontanitas tangkurak sia Memangnya kr ngetik teu kadeuleu ku panon sia anyeeeng, kolot"" ontohod"
fear,"Asa hariwang hirup Ayeuna mah kang...kitu salah kieu salah, ceunah negara demokrasi tapi saeutikpun Euweuh cirina!"
joy,Nuhun fans abi ge seuseurian ningali batur seuri :( yu ah ke mah seuseurianna babarengan bari nongski
joy,Ya Allah...seuri meuni ngeunah nepikeun ka ceurik! Alhamdulillah diberi nikmat ketawa :D
fear,aslinaa lansung narangtung bulu kuduk naa aslilahh sieun urg
anger,"Naon sih anying. Riweuh pisan si bagong. Sia pengangguran mun teu nyalahkeun pemerintah ayeuna nyalahkeun awewe? Insyaf sia teh zuma. Sia tah akhir zaman, lainna neangan gawr kalahkah komen ig. Nyinyir deuih si anying. Guna sia hirup."
fear,Sarieun ninggali istri unjanganjing wae eh
fear,anjr.muka ny serem abiz.ngabirigidig gua liat muka ny.
sadness,Raheut manah ku cariosan... rujad awak ku di teunggeulan... kade karma mah sok berlaku dak...
sadness,asa hyg cerik asa hyg die untung ngan saukur asa hyg
anger,Anjir bgt mnh bighit hayang digaplok ku urg oge. Naha te mere nyaho tiheula? Pan aing jantungan dek sare teh mnh mah eweuh gawe anjir
fear,aslina sob nu kamari bikin ngabirigidig lalajona g
fear,Dooh jadi sarieun kieu ningan... nyebut bu nyebut... Buut..buut..buut kitu Istighfar bu
joy,"Ningali budak leutik 2an cewe-cowo mawa ukulele di stopan dago dukomsel,digeroan ku pengendara roda 2,dibere amplop,bungah na nepi loncat-loncat, nuhun cirambay"
sadness,"Tapi angger pak ning ah, patani nu benang gusur mah aya waeee. Karunya petani beuki seer proyek nya beuki wee seep mata pencaharianna. Punten pang regepkeun pak"
sadness,"unggal2 acara siraman, sok pura2 tegar, padahal panon peurih hayang leweh, inget ka kolot,ka budak, komo indungna mah"
anger,maksud aing te da ikuti prosedurnya aja gitu sabar anjirrrrr ih anying bodat sebel pisan
joy,Alhamdulillah gusti ngeunah seuri ngeunah dahar poe ieu. Thangs a lot alloh swt :))
fear,muriang embung ka dokter da sieun d sangka covid nini maot teu bisa ngalayad da lockdown inalillahi dunia jadi kieu
anger,"MARUKAN KEREN,KECE,KASEP KITU TAPI MANEH MERE HARKOS? BEUNGET SIA!LUNTUR TAH KABEH"
sadness,"SAMEMEH AYA UCAP *ENGKE GE KARASA KU MANEH* TI KOLOT SAMEMEH HANEUEUL NU NGABEJAAN URANG GERA PENTA HAMPURA TI NU JADI KOLOT, AYEUNA"
fear,"asa jd takut kieu,,tkut di maling in"
joy,syukuran si teteh mamah mukanya asa sumbringah
sadness,"AING ceurik. Lain nyengceurikan kaleungitan SIA. Tapi ieu cara AING nga'IKHLASKEUN Jelema nu PANTES Jang Hirup AING!! ""NUHUN GOBLOG""!!!!!"
anger,geuleuh ih anjing eta ucing sumput nyumput ka imah ainx gera goblog teu nyopan pisan abuz ka imah batur tanpa permisi hayang neunggeul da
joy,hatur nuhun mang . mugi2 sing kagentosan langkung di kitu . alhamdulilah jelema teh balalager gusti :)
joy,"Alhamdulillah hujan meuni ageung nikmat bari ngarokok, ngopi, sisi jalan tegalega, hahay..."
anger,Beunget sia mah beunget jelema pianjingen setan
sadness,tah bener komo bari eurih euriheun mah laahhh nalangsa ningal na
fear,Ih klo ngebahas skripsi lg teh asa hariwang jeung asa terancam nyawa teh
joy,Alhamdulillah urang sunda mah. Raramah jaba berehan deui. Kopi ples jeung acisna. Nuhun pisan Aa
sadness,"Lain mendramatisir, tp emang kanyataan... teu walakaya ngadangu suanten si coach"
joy,Ningali senyum maneh oge urang mah tos bungah komo deui lamun eta senyum ka urang
joy,"meni sok atoh mun aya si mimin datang pas teu boga quota, pas gimana gitu wkw"
sadness,"Ya Allah sukma rasa jisim abdi, pang tenangkeun deui ieu hate, Sing di tebihkeun ti para istri nusok pura pura bogoh padahalmah ngan karunya hungkul. Ieu hate asa rajet teu aya hargaan deui, ya allah"
joy,Nukasep jeung nugeulis Alhamdulillah sudah Mualaf... Ngiring bungah tur bagja...
joy,"kawan-kawan semua, ngeunah seuri ngeunah dahar, sing terus kieu weh ,)"
fear,"""Insidious1 aja, udah bikin muringkak. Komo Insidious2, bakal muringak muringkak. Engke Insidious3, jadi muringkak muringkak muringkak"" :)))"
joy,Nuhun gusti aing ngakak
joy,"Bismillah Ya Allah, di dinteun jumat anu barokah ieu. abi bungah pisan sadayana elemen bobotoh bade ngahiji pikeun PERSIB. mugia jeung abi yakin PERSIB musim ayeuna Juara deui. Aamiin."
sadness,"Asa sedih kieu ngadangu adzan di masjid, ya Allah..."
sadness,Sedih cing demi ningali berita palestina..
fear,Keeng kieu harepen imah supir angkot dibantai make cerulit ku anu naek motor
anger,pereup ateul hayang neungeul
sadness,"Teukaop rek live tweet ti lokasi imah almarhum,,teu kuat nyurucud wae cipanon,,mang ayi,urg sedih kunu sejen asa teu kieu2 teuing,,!!"
joy,Alhamdulillah ya Allah atos jongzon abdi ayuna.. mugia aya hikmah na tina kajanteunan ieu sadaya na.. pasti aya amis saatos pait.. janji Allah..Aamiin... tetap slalu bersyukur pada-Mu ya Allah..
fear,"njay...Bersin Oge Asa Asa, Sieun Jadi ODP, Aman Keneh Hitut Euy"
sadness,"Innalillahi. Dipundut kunu rahayu, dicandak kunu kawasa, sasat di tongtak dipulut ku Izrail malakal maut, deudeuh teuing kang Didi Petet"
sadness,Ihh ni saredih ningali kidz zaman now di tribun kalakuan na teh geus aneh2 perlu edukasi tingkat dewa ieu mah karunya ~
anger,"Sok hayang neungeul ka jalma nu so osan teh da, gaya di gedekan... Euweuh ka era"
fear,Hayang modar ngan sieun paeh:(
sadness,"dosa kakabogoh langsung menta hampura, tapi dosa ka indung "" duh mah ngke menta hampura na lebaran"" ieu dosa ? iya dosaa:((("
joy,Ajig ieu twitwar na ngeunah seuri kieu wkwkwk
anger,Naon ai sia teu jelas pisan Bagong
joy,"Alhamdulillah nya teh adik udah gede, bisa jadi superot siestem lanceknyah tea. Alhamdulillah pisan."
anger,Lokdong impoh pagujud imah kelelep kabeh acak acakan atau gebotan biang panyakitna podaran agen penyalur dan pengecer kikikan di tengah leuweungna.
sadness,Sok hayang ceurik ningali palestina da :'(
sadness,murudul cai panon ningali temlen semua nyudutken persib dan bobotoh
fear,"aink ge sieun ieuh, bulu kuduk geus narangtung ieuh"
anger,"Beunget aing goreng karna allah, beunget sia alus karna editan oge bangga anjing"
joy,"Wa anang malem ini asa sumbringah gitu ya,mau kawin besok kali ya hehe"
fear,"gamau bayarin Akulaku, kredivo, shopeepaylater gtu pa? Apalagi buat yg nganggur rek neangan Gawe kudu diimah, rek dagang keliling eweuh nu meuli da geus sararieun batur didieu teh bapa. Skincare abdi ge tos seep pa cik atu gratiskeun Guardian jeung watsons ogenya"
joy,Bagja boga babaturan leuwih ti eta geus asa dulur nurut kanu janten caroge...sing sakinah mawadah warohmah
fear,"mapay gang, ngadenge sora bahenser listrik disada tuit tuit tuit...reuy teh meni asa muringkak bulu punuk."
joy,Bagja boga babaturan teh..di sms di bbm sadayana sama rek milih no 3 Bisa kitu nya padahal teu janjian...
sadness,Innalillahi wainna ilaihi roojiuun.deudeuh teuing jang
anger,Geuleuh aing ka beunget sia dih ! Siga nu heuh bae padahal mah beunget sia geh goreng jadah teh !
joy,ngupingkeun wanda JAIPONG direncangan ku Cikopi mah euh asa ku nikmat geuning nya
joy,Nuhun badag geulis! Abdi dinten ieu rarasaan jiga anu ngapung sangking atoh ku anjeun. Tengs por tudey similikiti :-*
anger,duh anying otak teh dipake saetik atuh meni goblok pisan gasuka
fear,"asa dosa nyocokan budak batur series bl, jaba incu pa haji sieun di ontrog ya allah"
joy,"teu kuat nyeuri kulit beuteung babarakatakan, mana di tempat gawe keneh aing"
anger,Halah babangus sia bebel
sadness,Dek ofline ah smpe match berikutna asa sedih ningali persib.. Ningali tweetan asa nyeredet knu manah..
joy,Alhamdulillah meuni nikmat mam srg pencok+kurupuk.... Tapi nging aduh deui ya alloh....
fear,Muringkak bulu kuduk nempoan foto di Sleman
sadness,Raheut tapi teu geutihan.nyeuri tapi teu katinggali! :( hate
sadness,"Miris ya Allah ningali berita palestina d tv :(("""
anger,"punya temen kok ga ad akhlak na, sholat subuh bangsat malah nge bokep sia teh gelo pisan."
sadness,Nineung baheula mah harga garpit teh 3000 meunang 2 batang. Ari ayeuna mah ci teteh warung nugeulis itu teh ges di kawin ku batur :((
sadness,kadang jadi awewe teh lelah. lelah menipu ! awewe memang penipu. mereka sok pura2 bagja padahal hatena nalangsa :(
joy,"Regreg tos aya ijin ti sepuh mah , ngemplong , nuhun gusti"
anger,Naon si bagong rujit sia hirup
fear,"kitu seteh yang, urng mh sien mnh indit jng batur, matak loba curiga oge"
fear,Ehh nyaan ieu mah abi sieun... Meuni keeung... :((
fear,"yah gitu,sieun atu jadi kenyataan ciga kieu, ke ngahuleung tarik"
fear,Iye abi batuk dan demam asa sarieun kieu uy
joy,alhamdulillah...rejeki seuri mah aya we tengah wengi..HAHAHAHAHAHAHAHAHA
sadness,"mung ukur ka gusti sim abdi sumerah, sareng mung ka gusti abdi seja pasrah"
fear,"Geus ngalewat sasak di balikeun deui motor teh ka luhur da panasaran baturan ge sarua ningali lain urang hungkul ari pek geus eweuh , nya ngabret atuh teu mikiran sieun tigebrus bakat ku sieun padahal eta lumayan notog jaba paroek jalan monteng mah"
sadness,Ni karunya teuing eta si neng...! Sing sabar neng...da moal lecet saukur ngantosan dugi ka sasih boboran.
fear,"Bener,apalagi dijalur cinunuk udah jalan sempit palaur pisan"
anger,"KEHED SIA ANYING TEBISA CICING PISAN SIA ANYING CEUK AING DIUK DIDINYA SIA DIUK DIDINYA, SIA JELEMA APA MONYETSIH PPPPFFFFFTTTT"
sadness,"diuk dina jojodog sambil moyan,teu karasa cai soca nyurucud,,ras ingeut ka manehna,,kopi jeung garpit nu jadi saksi,,geuning jeung geuning"
anger,Bangsat pisan maneh tube nyaho te?
fear,Sarieun neng ningal na ge! Lalinu teu puguh!
anger,"Anying kesel bgt sumpah, mun panggih di tonjok ku aing da"
anger,"eta si kehed abu janda teh ning urg sunda...?! teu rido aing aya urg sunda nu kitu patut,Najis!!"
anger,"Bencong laknat, wani na di kandang anjing, deuleukeun sia kadieu ku aing buburak sia"
sadness,Sok saredih ningali nukieu teh da
anger,"Goblog ajigg , pemain loyal si mas mah , teu ngahargaan pisan di eureunkeun"
anger,"marantog sia anjing,baledog ku aing sia kehed goblok teh ah."
fear,Teing kumaha nya asa trauma + sieun we ka jalmi anu ngarana RAHMAT jadi babaturan oge ges sieun komo lewih up ah
anger,"Salah sorangan beunget sia hicing wae , nyaho siah aing beunget sia boga masalah jeng batur anying"
sadness,Naha urang mah watir bisi rumah tangga maneh ancur we ereunan euy karunya keluarga
anger,Teu ngarti sia mah jadi preman teh. GOBLOG
sadness,Keur sararedih uing teh ningali kanyataan sodara/i urang di dzolimi ya Allah
fear,"Aduhh nyii jadi muringkak kieu punduk, tos ahh bade uih heula"
joy,Alhamdulillah seuri seubeuh jabin show edisi perdan =))
joy,Asa sono bukber di tamansari nu kaluhur di cafe SG naon teh? Ajang canda tawa silaturahmi.. Asa atoh teh ti lembur ulin ka kota
anger,asa hayang neunggeul tdi ge mun ulah ku yaah k persib sing d denda ....
anger,Cik euy jaga babangus sia teh
sadness,Gara gara soal bieu jadi sararedih kieu ajig teh
fear,anjir mun masih keneh kieu mah dek ka jakselna ge sieun
fear,Jol muringkak bulu punuk kieu di mensen ku si entis
fear,Ngadangukeun ARDAN meuni Pagojod antara sieun jeng embung ngadangukeun tp volume radio geus terlanjur tarik.. sieun anjir.. :(
anger,Sia ngomong teu ngaca heula ton. Emg gagasan sia naon nyinyir wae pan beunget sia mah . Kos sia rek jadi wakil rakyat amit amit
anger,eta beungeut hayang digaplok
anger,"Tah ya coba mikir yg masi bisa bisanya nongki otak sia dimarana anjg, teu ngarti pisan cik tingali goblog ku saria tong ngarasa masi muda sehat padahal mah kan gatau maneh matak ripuhh kehed, ges saria cicing di imah kehed teh tos kena imbas weh ka nu kolot ibu bapa kakek nenek matak ripuhh kehed, ges saria cicing di imah kehed"
anger,Der anjing garelut jeung aing
joy,Sok atoh ari nempo dulur akur kieu teh
fear,"Asa sieun ngadangukeun lagu ""bangbung hideung""..."
sadness,jomblo pikawatireun :(((( teu tega aing ngabahas na ge :(((
fear,"bueuk mah sorana ituloh :D weuk weuk, kan mun ker didapur teh langsung lumpat ngadenge sora etateh"
fear,Jol hudang ! trus ngadegdeg sieun
sadness,Ternyata urg bisa sedih oge ningali timnas Indonesia gagal jadi juara
joy,Seuri weh urg mah da atoh ningali kolot atoh hahahaha
joy,Hahahaha hahahaha hahahaha duh ari ngadarongeng teh ni heboh kieu yeuh matak nyakakak sorangan. Untung teu di sebut ebel yeuh
joy,"Duka kunaon ari timimiti kaptenna mas har teh sok atoh,jeng optimis"
joy,"Kirang naon deui gusti Allah mah, nembe oge dua bulan damel di Jakarta, atos dipangmasihan keun jalan ngarah tiasa uih ka garut langkung gampil. Hatur nuhun gusti."
fear,Naha nya abi mh sieun ngadanguna asa horor
fear,ayang balik betee sieun nempo kamar mayat :(
anger,Ku aing leyek aing geus sukses mah kabeh
anger,Kurang “NGAJEDOG SIA ANYING TEU MENANG DICAREK PISAN SIA TEH KOPLOK”
joy,Seuseurian nepi ka cangkeul perut..gustiii
